fromNode	toNode	weight	direction	fromAltName	toAltName
SDHC	TACO1	0.00813337242760304	undirected	M.366	M.58
SDHC	SCO1	0.000305754982722783	undirected	M.366	M.169
SDHC	COX11	9.41784650322353e-05	undirected	M.366	M.119
SDHC	ME2	0.0032712611341924	undirected	M.366	M.367
SDHC	NDUFS7	0.00432614753419069	undirected	M.366	M.153
SDHC	COX6B1	0.00304856334191672	undirected	M.366	M.132
SDHC	ECSIT	0.00630562709568638	undirected	M.366	M.162
SDHC	NDUFB7	0.00376728148884919	undirected	M.366	M.18
SDHC	UQCRFS1	0.0152751857818041	undirected	M.366	M.27
SDHC	ETFB	0.0026765474449042	undirected	M.366	M.299
SDHC	NDUFAF7	0.0035925214102176	undirected	M.366	M.116
SDHC	COX5B	0.00726134637555431	undirected	M.366	M.122
SDHC	COQ10B	2.58714717227271e-06	undirected	M.366	M.157
SDHC	NDUFB3	0.000290597580975827	undirected	M.366	M.220
SDHC	COX7A2L	0.000323454259647415	undirected	M.366	M.67
SDHC	LRPPRC	0.00817981686762725	undirected	M.366	M.125
SDHC	SUCLG1	0.00275753780464838	undirected	M.366	M.63
SDHC	NDUFS1	0.00899439951460934	undirected	M.366	M.367
SDHC	NDUFA10	0.000527617697818283	undirected	M.366	M.33
SDHC	NDUFAF5	0.00630353306132592	undirected	M.366	M.27
SDHC	IDH3B	0.00035563205168776	undirected	M.366	M.419
SDHC	NDUFV3	2.5220990364283e-05	undirected	M.366	M.307
SDHC	UQCR10	0.00418459203335608	undirected	M.366	M.125
SDHC	ACO2	0.0163884192050989	undirected	M.366	M.27
SDHC	NDUFA6	0.0105885975127207	undirected	M.366	M.366
SDHC	SCO2	9.35102222655582e-05	undirected	M.366	M.24
SDHC	NDUFAF3	2.8715123188694e-05	undirected	M.366	M.178
SDHC	TIMMDC1	0.00206837852128205	undirected	M.366	M.178
SDHC	NDUFB4	0.00114603633424004	undirected	M.366	M.364
SDHC	ACAD9	0.00170274078154586	undirected	M.366	M.203
SDHC	NDUFB5	0.00451519310956683	undirected	M.366	M.389
SDHC	UQCRC1	0.0215890518148607	undirected	M.366	M.406
SDHC	SUCLG2	0.00498842094156715	undirected	M.366	M.18
SDHC	ETFDH	0.0117897963046801	undirected	M.366	M.27
SDHC	COX18	0.00019396079260503	undirected	M.366	M.97
SDHC	NDUFC1	0.00636590237419765	undirected	M.366	M.389
SDHC	SDHA	0.00888384714163315	undirected	M.366	M.232
SDHC	NDUFS6	0.00350402389707827	undirected	M.366	M.74
SDHC	NNT	0.0114439657396624	undirected	M.366	M.303
SDHC	NDUFS4	0.00022482693040704	undirected	M.366	M.159
SDHC	NDUFAF2	2.74481214173061e-05	undirected	M.366	M.233
SDHC	COX7C	0.00899771786868953	undirected	M.366	M.355
SDHC	UQCRQ	0.0127621174500688	undirected	M.366	M.366
SDHC	NDUFA2	0.00104742060509033	undirected	M.366	M.125
SDHC	NDUFAF4	0.0181833959970985	undirected	M.366	M.27
SDHC	OGDH	0.00666036797281522	undirected	M.366	M.367
SDHC	MDH2	0.00308247044771226	undirected	M.366	M.294
SDHC	DLD	0.00584301770625928	undirected	M.366	M.367
SDHC	NDUFB2	0.00187731541056235	undirected	M.366	M.132
SDHC	NDUFA4	0.0015950347862731	undirected	M.366	M.235
SDHC	CYCS	0.00884963808329231	undirected	M.366	M.294
SDHC	NDUFA5	0.0104142310917797	undirected	M.366	M.151
SDHC	NDUFAF6	0.00825602900247036	undirected	M.366	M.129
SDHC	NDUFB9	0.00216645465786913	undirected	M.366	M.217
SDHC	CYC1	0.0414322832720556	undirected	M.366	M.125
SDHC	UQCRB	0.00215538381347702	undirected	M.366	M.147
SDHC	COX6C	0.00469589661941705	undirected	M.366	M.163
SDHC	NDUFB6	0.00286415584390898	undirected	M.366	M.266
SDHC	NDUFA8	0.025579625929558	undirected	M.366	M.366
SDHC	SURF1	6.88213799904247e-06	undirected	M.366	M.68
SDHC	COX7B	0.00266946313754612	undirected	M.366	M.266
SDHC	NDUFA1	0.00923927642067313	undirected	M.366	M.299
SDHC	NDUFB11	0.0094165793250951	undirected	M.366	M.54
SDHC	IDH3G	0.00114217543281125	undirected	M.366	M.375
COX20	SDHB	0.00823282604894693	undirected	M.220	M.346
COX20	FH	0.00495995025273943	undirected	M.220	M.366
COX20	NDUFS3	0.000680864142525217	undirected	M.220	M.81
COX20	COX8A	0.000445658741174193	undirected	M.220	M.125
COX20	NDUFV1	0.0028499532679328	undirected	M.220	M.252
COX20	NDUFS8	0.000879705947955278	undirected	M.220	M.252
COX20	TMEM126B	0.00051893156145133	undirected	M.220	M.389
COX20	NDUFC2	0.000926729987064778	undirected	M.220	M.364
COX20	ME3	0.000194682877913133	undirected	M.220	M.427
COX20	NDUFA9	0.0014388626021975	undirected	M.220	M.367
COX20	COX14	0.00207564539282745	undirected	M.220	M.366
COX20	COQ10A	0.000130355042602059	undirected	M.220	M.46
COX20	CS	0.000120822034095025	undirected	M.220	M.342
COX20	NDUFA12	6.71936212464086e-05	undirected	M.220	M.252
COX20	SUCLA2	0.000417156243059047	undirected	M.220	M.186
COX20	NUBPL	0.0010886438146307	undirected	M.220	M.263
COX20	DLST	0.000678050799031826	undirected	M.220	M.33
COX20	NDUFB1	0.00297177210917188	undirected	M.220	M.132
COX20	IDH3A	0.0010710161420997	undirected	M.220	M.385
COX20	NDUFAF1	0.00145698781159165	undirected	M.220	M.380
COX20	COX5A	0.000295071171663497	undirected	M.220	M.252
COX20	ETFA	0.00295368794560147	undirected	M.220	M.339
COX20	IDH2	0.00129102264260272	undirected	M.220	M.232
COX20	FAHD1	0.003247319566546	undirected	M.220	M.63
COX20	NDUFB10	0.000450534564493732	undirected	M.220	M.366
COX20	UQCRC2	0.000938501136475978	undirected	M.220	M.346
COX20	COX4I1	0.000490917667683055	undirected	M.220	M.252
COX20	TRAP1	0.00153098794655482	undirected	M.220	M.296
COX20	NDUFAB1	0.00673104185110052	undirected	M.220	M.266
COX20	TACO1	7.65368912399866e-05	undirected	M.220	M.58
COX20	SCO1	0.00348693611828621	undirected	M.220	M.169
COX20	COX11	0.0127825358437007	undirected	M.220	M.119
COX20	ME2	0.0106184600875293	undirected	M.220	M.367
