Power10MinModuleSize15deepSplit0CutHeight0.1,3178,0.0001090896,0.9365550087
Power10MinModuleSize15deepSplit0CutHeight0.15,3178,0.0001090896,0.9365550087
Power10MinModuleSize15deepSplit0CutHeight0.2,3178,2.75620691381311E-16,0.8848464561
Power10MinModuleSize15deepSplit0CutHeight0.25,3178,2.54846490291942E-17,0.9297808846
Power10MinModuleSize15deepSplit0CutHeight0.3,3178,5.32161454294227E-63,0.8991247453
Power10MinModuleSize15deepSplit2CutHeight0.1,3191,0.1673432444,1.0444282045
Power10MinModuleSize15deepSplit2CutHeight0.15,3191,0.121306653,1.0489516258
Power10MinModuleSize15deepSplit2CutHeight0.2,3192,0.0006092007,1.0855229538
Power10MinModuleSize15deepSplit2CutHeight0.25,3199,0.8873969114,0.9985339254
Power10MinModuleSize15deepSplit2CutHeight0.3,3201,2.41913642826524E-29,0.9274911435
Power10MinModuleSize15deepSplit4CutHeight0.1,3164,0.9575981992,1.0025589824
Power10MinModuleSize15deepSplit4CutHeight0.15,3166,0.2907956573,1.0373143903
Power10MinModuleSize15deepSplit4CutHeight0.2,3172,0.000000002,1.1067388873
Power10MinModuleSize15deepSplit4CutHeight0.25,3180,4.68028266336409E-10,1.0624636429
Power10MinModuleSize15deepSplit4CutHeight0.3,3185,0.0444596063,1.0137818877
Power10MinModuleSize20deepSplit0CutHeight0.1,3149,6.57241316905874E-13,0.9127004764
Power10MinModuleSize20deepSplit0CutHeight0.15,3149,6.57241316905874E-13,0.9127004764
Power10MinModuleSize20deepSplit0CutHeight0.2,3149,9.19927779430608E-12,0.917303593
Power10MinModuleSize20deepSplit0CutHeight0.25,3149,6.90952999830928E-24,0.9050316383
Power10MinModuleSize20deepSplit0CutHeight0.3,3149,2.62944653843654E-149,0.8704373529
Power10MinModuleSize20deepSplit2CutHeight0.1,3201,0.2520144758,0.9721731337
Power10MinModuleSize20deepSplit2CutHeight0.15,3201,0.280482012,0.9740331368
Power10MinModuleSize20deepSplit2CutHeight0.2,3201,0.2824122207,0.9775517447
Power10MinModuleSize20deepSplit2CutHeight0.25,3201,0.3871151961,0.9912158394
Power10MinModuleSize20deepSplit2CutHeight0.3,3202,1.9293156541205E-06,0.9676746285
Power10MinModuleSize20deepSplit4CutHeight0.1,3189,0.3438749162,0.9716772753
Power10MinModuleSize20deepSplit4CutHeight0.15,3189,0.2105931443,0.9652210831
Power10MinModuleSize20deepSplit4CutHeight0.2,3189,0.0041638775,0.9508077177
Power10MinModuleSize20deepSplit4CutHeight0.25,3192,1.60914070429829E-07,0.9438916935
Power10MinModuleSize20deepSplit4CutHeight0.3,3194,8.44255755118152E-59,0.9007066426
Power10MinModuleSize30deepSplit0CutHeight0.1,3091,1.31968570242907E-28,0.9070730894
Power10MinModuleSize30deepSplit0CutHeight0.15,3091,1.31968570242907E-28,0.9070730894
Power10MinModuleSize30deepSplit0CutHeight0.2,3091,1.31968570242907E-28,0.9070730894
Power10MinModuleSize30deepSplit0CutHeight0.25,3091,1.41403333126602E-105,0.8559457342
Power10MinModuleSize30deepSplit0CutHeight0.3,3091,1.14014390806731E-199,0.8516195615
Power10MinModuleSize30deepSplit2CutHeight0.1,3191,0.9359296292,0.9986910727
Power10MinModuleSize30deepSplit2CutHeight0.15,3191,0.9360473133,0.9986436679
Power10MinModuleSize30deepSplit2CutHeight0.2,3191,0.8340117181,1.0038624841
Power10MinModuleSize30deepSplit2CutHeight0.25,3191,0.1267066936,0.98684066
Power10MinModuleSize30deepSplit2CutHeight0.3,3191,1.85137612416048E-135,0.86683661
Power10MinModuleSize30deepSplit4CutHeight0.1,3200,0.0593218719,1.0450677221
Power10MinModuleSize30deepSplit4CutHeight0.15,3200,0.0044293594,1.0666802272
Power10MinModuleSize30deepSplit4CutHeight0.2,3200,3.02137983273216E-17,1.1457823137
Power10MinModuleSize30deepSplit4CutHeight0.25,3200,0.5974413743,1.0049981963
Power10MinModuleSize30deepSplit4CutHeight0.3,3201,0.0075767907,0.9837650357
