Power10MinModuleSize15deepSplit0CutHeight0.1,8433,1.43891822770069E-94,1.0881743795
Power10MinModuleSize15deepSplit0CutHeight0.15,8433,1.43891822770069E-94,1.0881743795
Power10MinModuleSize15deepSplit0CutHeight0.2,8433,1.0136267787151E-73,1.0683673668
Power10MinModuleSize15deepSplit0CutHeight0.25,8433,2.86541404757988E-57,1.033533042
Power10MinModuleSize15deepSplit0CutHeight0.3,8433,0.0041162653,1.0044296829
Power10MinModuleSize15deepSplit2CutHeight0.1,8496,3.6341357615005E-154,1.2108963833
Power10MinModuleSize15deepSplit2CutHeight0.15,8496,1.88851509912016E-150,1.2037005206
Power10MinModuleSize15deepSplit2CutHeight0.2,8496,9.7353762447501E-263,1.209841269
Power10MinModuleSize15deepSplit2CutHeight0.25,8496,1.34525851741609E-151,1.0665726067
Power10MinModuleSize15deepSplit2CutHeight0.3,8496,1.701135562757E-52,1.0245434719
Power10MinModuleSize15deepSplit4CutHeight0.1,8496,1.21282198163633E-112,1.2072576813
Power10MinModuleSize15deepSplit4CutHeight0.15,8496,2.3813064663814E-146,1.2261725687
Power10MinModuleSize15deepSplit4CutHeight0.2,8496,7.47717185661122E-307,1.1540170562
Power10MinModuleSize15deepSplit4CutHeight0.25,8496,1.61563153718322E-34,1.0285774036
Power10MinModuleSize15deepSplit4CutHeight0.3,8496,1.65608959888298E-09,0.990176389
Power10MinModuleSize20deepSplit0CutHeight0.1,8330,1.563319229907E-81,1.0616581899
Power10MinModuleSize20deepSplit0CutHeight0.15,8330,1.563319229907E-81,1.0616581899
Power10MinModuleSize20deepSplit0CutHeight0.2,8330,7.50370715489238E-89,1.0639766087
Power10MinModuleSize20deepSplit0CutHeight0.25,8330,1.75524189424076E-46,1.0354579504
Power10MinModuleSize20deepSplit0CutHeight0.3,8330,1.99178346784727E-12,0.9907703052
Power10MinModuleSize20deepSplit2CutHeight0.1,8489,7.4004816491035E-127,1.1534281707
Power10MinModuleSize20deepSplit2CutHeight0.15,8489,3.44271577427065E-128,1.1512425823
Power10MinModuleSize20deepSplit2CutHeight0.2,8489,1.2072041251763E-116,1.1239956577
Power10MinModuleSize20deepSplit2CutHeight0.25,8489,0.052749157,0.9953441777
Power10MinModuleSize20deepSplit2CutHeight0.3,8489,0.0075152439,0.9956481546
Power10MinModuleSize20deepSplit4CutHeight0.1,8496,1.86155489278263E-103,1.1698958886
Power10MinModuleSize20deepSplit4CutHeight0.15,8496,9.36127810073277E-131,1.1801228873
Power10MinModuleSize20deepSplit4CutHeight0.2,8496,2.48553712329413E-82,1.0850398486
Power10MinModuleSize20deepSplit4CutHeight0.25,8496,0.4189850579,1.0022447296
Power10MinModuleSize20deepSplit4CutHeight0.3,8496,0.0009442283,0.9946314583
Power10MinModuleSize30deepSplit0CutHeight0.1,8170,1.49906229860635E-05,1.0094489896
Power10MinModuleSize30deepSplit0CutHeight0.15,8170,1.49906229860635E-05,1.0094489896
Power10MinModuleSize30deepSplit0CutHeight0.2,8170,1.49906229860635E-05,1.0094489896
Power10MinModuleSize30deepSplit0CutHeight0.25,8170,1.40533445288561E-41,0.9761504968
Power10MinModuleSize30deepSplit0CutHeight0.3,8170,4.92551114798175E-177,0.9632215085
Power10MinModuleSize30deepSplit2CutHeight0.1,8461,1.2085018230103E-234,1.1505839129
Power10MinModuleSize30deepSplit2CutHeight0.15,8461,3.2185285236632E-237,1.1510128875
Power10MinModuleSize30deepSplit2CutHeight0.2,8461,2.34703564919516E-223,1.1419856366
Power10MinModuleSize30deepSplit2CutHeight0.25,8461,2.44900274452783E-152,1.0546816847
Power10MinModuleSize30deepSplit2CutHeight0.3,8461,5.43655420126948E-09,1.0082960155
Power10MinModuleSize30deepSplit4CutHeight0.1,8494,1.56938745965098E-139,1.1485108619
Power10MinModuleSize30deepSplit4CutHeight0.15,8494,7.23637455700859E-149,1.1476836415
Power10MinModuleSize30deepSplit4CutHeight0.2,8494,0,1.1507525734
Power10MinModuleSize30deepSplit4CutHeight0.25,8494,4.13303887607295E-29,1.0254867271
Power10MinModuleSize30deepSplit4CutHeight0.3,8494,2.4268545663184E-69,1.0266389142
Power14MinModuleSize15deepSplit0CutHeight0.1,5480,0.2922757341,1.0025640028
Power14MinModuleSize15deepSplit0CutHeight0.15,5480,1.30444975580849E-64,0.9684638772
Power14MinModuleSize15deepSplit0CutHeight0.2,5480,5.32467177261832E-10,0.9887914362
Power14MinModuleSize15deepSplit0CutHeight0.25,5480,2.79066659152175E-06,1.0081718996
Power14MinModuleSize15deepSplit0CutHeight0.3,5480,2.53368788863282E-271,1.0552901388
Power14MinModuleSize15deepSplit2CutHeight0.1,7581,5.6873510978506E-116,1.1510813453
Power14MinModuleSize15deepSplit2CutHeight0.15,7581,1.24015606835212E-120,1.1510237314
